File Path,Error Message,Error Type,Line Number,Code Context
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/chargeback-api/process-overview.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""chargeback-api""
---
<h2>Breakdown of the chargebacks process with Chargeback API</h2>
<p>The Paymentology dispute resolution cycle facilitates the whole process of reversing payments to cardholders. Card transaction disputes usually start when a cardholder or an issuer identifies suspicious, fraudulent, or erroneous charges on accounts.<br />
Issuers and acquirers then follow a process to attempt to resolve the dispute. In the case of Mastercard, the two parties use the Mastercom platform to create and manage disputes throughout their lifecycle, expedite the dispute resolution process, and ensure satisfactory handling of the claims.</p>"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/chargeback-api/response-codes.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""chargeback-api""
---
<h2>Error response code 400</h2>
<p>An error response code of 400 indicates client authentication failure. The response message will contain a &#8220;responseCode&#8221; of 0 and the &#8220;responseMessage&#8221; will contain either of the below values:</p>
"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/api-reference/index.md,Expected a closing tag for `<li>` (9:1-9:5) before the end of `paragraph`,mdx-parse-error,7,"original_path: ""companion-api""
---
<p>Our Companion API is split into two separate components APIs based on whether we are calling you (we call it <strong>Remote API</strong>), or you are calling us (<strong>Local API</strong>):</p>
<ul>
<li><a href=""https://developer.sprint.paymentology.com/companion-api/api-reference/local-api/"">Local API</a>"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/api-reference/local-api/calculatetav-1.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""companion-api/api-reference/local-api""
---
<p>Return the TAV (Token Authentication Value) of the specified card. The Token Authentication Value will be returned in Base64 format.</p>

"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/api-reference/local-api/index.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""companion-api/api-reference""
---
<p>The Local API contains all the methods available for you to call Paymentology in order to perform the necessary actions on your cards. It includes methods that allow the SVA to create a virtual card, stop a card, or link a physical card. Local API calls are initiated by you.</p>
<p>The Local API is used for administration purposes.</p>
"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/api-reference/local-api/listtokens-1.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""companion-api/api-reference/local-api""
---
<p>Returns all the active tokens linked to a card</p>

"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/api-reference/local-api/ordercardwithpinblock-1.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""companion-api/api-reference/local-api""
---
<p>Order a card for a specific cardholder. You can choose this method if you want the PIN of the card printed on its card carrier or if you have Offline PIN validation in your country.</p>
<p><strong>IMPORTANT:</strong> No commas, question marks or quotation marks are allowed in any of the fields.</p>
<p>&nbsp;</p>"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/api-reference/local-api/stoptoken-1.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""companion-api/api-reference/local-api""
---
<p>Stops a token reference or all the ones linked to a card. The token or tokens can be unstopped using UnStopToken</p>

"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/api-reference/local-api/unstoptoken-1.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""companion-api/api-reference/local-api""
---
<p>Unstops a token reference or all the ones linked to a card</p>

"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/api-reference/local-api/updatebearer.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""companion-api/api-reference/local-api""
---
<p>Update the specified card’s bearer details.</p>
<p><a href=""#version2.4"">Version 2.4</a></p>
<p><a href=""#version2.0"">Version 2.0</a></p>"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/api-reference/remote/administrativemessage/administrative-message-values.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""companion-api/api-reference/remote/administrativemessage""
---
<p>Values for the <span class=""xml-highlight"">messageName</span> field</p>
<ul>
<li><a href=""#activationmethods"">digitization.activationmethods</a></li>"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/api-reference/remote/administrativemessage/index.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""companion-api/api-reference/remote""
---
<p><a href=""#Tokenization"">Administrative Message &#8211; Tokenization</a> &#8211; Sends tokenization related messages to the client.</p>
<p><a href=""#3DSecure"">Administrative Message &#8211; 3D Secure OTP</a> &#8211; Sends message with 3D Secure OTP.</p>
<p><a href=""#3DSecureCCD"">Administrative Message &#8211; 3D Secure Cardholder Contact Detail Collection</a> &#8211; Collects the cardholder’s masked contact details to be used upon 3DS checkout.</p>"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/api-reference/remote/loadreversal.md,"Unexpected closing tag `</p>`, expected corresponding closing tag for `<section>` (7:1-7:82)",mdx-parse-error,7,"original_path: ""companion-api/api-reference/remote""
---
<section id=""tutuka-block-33"" class=""tutuka-block tutuka-block--text-full-width"">Reverse a load that was previously requested on a wallet.<strong>KLV will not be sent for reversals. Only reference data will be included if there is any. If KLV data is needed please lookup <a href=""https://developer.sprint.paymentology.com/companion-api/klv-lookup/"">KLV</a> from the reference data included.</strong></p>
</section>
"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/api-reference/remote/validatepin.md,"Unexpected closing tag `</p>`, expected corresponding closing tag for `<section>` (7:1-7:82)",mdx-parse-error,7,"original_path: ""companion-api/api-reference/remote""
---
<section id=""tutuka-block-61"" class=""tutuka-block tutuka-block--text-full-width"">Validate the PIN.</p>
</section>
"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/disputes-1.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""companion-api""
---
<h1>What is a Dispute?</h1>
<p>A dispute is a transaction that a cardholder/customer does not agree with and therefore requests that part of, or the entire transaction be reversed or refunded.</p>
"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/index.md,Could not parse expression with acorn,mdx-parse-error,6,"original_id: 14
---
<h2>Companion API is a simple API that allows you to issue cards and hold your customers&#8217; card balances on your platform</h2>
<p><span style=""font-weight: 400;""><strong>A Companion card is a card that is linked to a store of value (SVA) like a wallet or a bank account. What makes this API different from the others we offer, is that the customer&#8217;s card balance sits within the SVA and not on the card. Choose the Companion API if you want to issue cards and hold your customers&#8217; card balances on your own platform.</strong></span></p>
<p>With this API, you can issue physical and virtual prepaid cards linked to a separate SVA. Cards are linked to the SVA, so whenever transactions are made, the SVA is debited.</p>"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/issue-cards/digital-first.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""companion-api/issue-cards""
---
<p><strong>Today’s consumers do everything on their mobile phones or online. The Paymentology Sprint Digital First card program allows you to design a simple, secure and flexible financial experience that emulates the digital lifestyle of today’s generation.</strong></p>

"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/issue-cards/index.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""companion-api""
---
<h2>With the Paymentology Sprint Companion API, you can offer your customers different types of cards:</h2>

"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/klv-lookup.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""companion-api""
---
<p>Key-Length-Value (KLV) is a data encoding standard where the <strong>Key</strong> identifies the data, <strong>Length</strong> specifies the data&#8217;s length and <strong>Value </strong>is the data itself. KLV is an instance of the TLV encoding scheme used for optional information element within communication protocols.</p>
<p><strong>The length of each string is:</strong></p>
<ol>"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/manage-cards-1.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""companion-api""
---
<p><strong>You can manage the issued Paymentology Sprint cards and make updates to them whenever necessary. You can also use the API methods below to develop a UI that comes with self-help options that allow the cardholders to manage their cards by themselves.</strong></p>

"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/manage-funds/3d-secure.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""companion-api/manage-funds""
---
<p><strong>3D Secure (Three-Domain Secure) is an additional authentication step which provides an added layer of security for online card transactions by reducing the risk of unauthorized card use due to the card not being physically present.</strong></p>
<p>The three domains involved in the 3D Secure protocol are:</p>
<ul>"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/manage-funds/index.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""companion-api""
---
<p><strong>When the cardholder has either a virtual or a physical companion card (or both), they can start transacting against their store of value. These transactions originate from the merchant and are then sent to Paymentology via the card schemes, before being forwarded to the store of value for validation and authorization.</strong></p>

"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/reports/apple-pay-monthly-declines-report-1.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""companion-api/reports""
---
<p>For clients using Paymentology’s tokenization, Paymentology can issue monthly reports to clients to utilize the report data to compile their Apple report through the Apple Partner Connect platform.</p>
<p>The purpose of the Apple Pay monthly declines report is to provide oversight on Apple Pay transactions that have been declined. It is important to note that failed transactions are NOT considered as declined and therefore not considered for this report.</p>
<p>Declined transactions include those that were declined due to: daily limits exceeded, unable to authorize, no account, card status suspended, over credit line, unavailable funds, invalid PIN, expired card, cardholder authorization file, delinquent account.</p>"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/reports/apple-pay-monthly-fee-billing-report-1.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""companion-api/reports""
---
<p>For clients using Paymentology’s tokenization, Paymentology can issue monthly reports to clients to utilize the report data to compile their Apple report through the Apple Partner Connect platform.</p>
<p>The Apple Pay monthly fee billing report includes the following details:</p>
<ul>"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/reports/apple-pay-monthly-metric-report-1.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""companion-api/reports""
---
<p>For clients using Paymentology’s tokenization, Paymentology can issue monthly reports to clients to assist in compiling their Apple report through the Apple Partner Connect platform.</p>
<p>The monthly metric report provides clients with a breakdown of POS (Point of Sale), remote (in-App, Apple Pay on the web and eCommerce) and COF (Credential on File) Apple Pay spends for the specified month.</p>
<p>The report includes the following details:</p>"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/reports/apple-pay-monthly-top-merchant-report-1.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""companion-api/reports""
---
<p data-renderer-start-pos=""10987"">For clients using Paymentology’s tokenization, Paymentology can issue monthly reports to clients to assist in compiling their Apple report through the Apple Partner Connect platform.</p>
<p data-renderer-start-pos=""10987"">The purpose of this report is for Apple to understand the top 100 Merchants that accept Apple Pay. It’s important to note only approved/settled transactions are reported and Merchants are listed in descending order based on total spend.</p>
<p>The report includes the following details:</p>"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/reports/apple-pay-monthly-usage-frequency-report-1.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""companion-api/reports""
---
<p>For clients using Paymentology’s tokenization, Paymentology can issue monthly reports to clients to assist in compiling their Apple report through the Apple Partner Connect platform.</p>
<p>This report refers to the number of times a specific account is used to make a transaction in a given month. This includes any type of Apple Pay transaction i.e. POS or eCommerce.</p>
<p>The report includes the following details:</p>"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/reports/apple-pay-quarterly-fee-billing-report-1.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""companion-api/reports""
---
<p data-pm-slice=""1 1 []"">For clients using Paymentology’s tokenization, Paymentology can issue a quarterly report to clients to utilize the report data to compile their Apple report through the Apple Partner Connect platform.</p>
<p>The report includes the following details:</p>
<ul>"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/reports/authorisation-income-report-1.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""companion-api/reports""
---
<p data-pm-slice=""1 1 []"">This daily report provides client&#8217;s with transaction markup data to support their internal reporting and P &amp; L reconciliation. The report includes the following details:</p>
<ul>
<li><strong>CampaignID</strong> &#8211; ID number of client’s campaign.</li>"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/reports/blocked-transactions-report-1.md,Could not parse expression with acorn,mdx-parse-error,8,"---
<p>This report lists detailed information about filtered transactions for a specific set of campaigns, during a specified date range.<br />
The report includes details about vouchers and reasons for transactions being filtered. This reports helps clients to identify if any whitelisted merchants (approved merchants) are blocked.</p>
<p>The report includes the following details:</p>
<ul>"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/reports/card-balance-report-1.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""companion-api/reports""
---
<p>This report provides clients with card details such as, current available balance, last load and lifetime expenditure. It is available for each Campaign.</p>
<p>The report includes the following details:</p>
<ul>"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/reports/card-order-report.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""companion-api/reports""
---
<!-- spacing: desktop=40, mobile=20 -->

"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/reports/daily-negative-balance-report-1.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""companion-api/reports""
---
<p>This report provides clients with detailed information on cards that have entered into a negative balance status. It provides essential, actionable information to trace the transactions and correct the negative balance scenarios.</p>
<ul>
<li data-renderer-start-pos=""2632"">Clients will receive this report via email daily with the data from the previous day.</li>"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/reports/daily-sales-and-redemption-report-1.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""companion-api/reports""
---
<p>A report which includes all Loads, Redemptions, Authorization, Fees that takes place on a voucher/card.</p>
<p>The report includes the following details:</p>
<ul>"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/reports/daily-statement-report-1.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""companion-api/reports""
---
<p>The daily statement report can be used by client&#8217;s to assist with their reconciliation and program activity reporting.</p>
<p>The report includes the following details:</p>
<ul>"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/reports/detailed-settlement-report-1.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""companion-api/reports""
---
<div class=""block translation current highlight"" data-element=""para"" data-attr-xinfo-text=""10760"">
<p>Paymentology also provides a detailed version of the Summary Settlement Report.The Detailed Settlement Report shows each settled transaction, which allows you to use the Transaction ID to mark off settled transactions from authorized transactions. This also assists in confirming the values of the amounts in the Summary Settlement Report. The network provides the Transaction ID field during authorization. The same Transaction ID for authorizations is included in the Detailed Settlement Report.</p>
<p>You can generate the Detailed Settlement Report by sending an HTTP GET request and download it as a CSV file.</p>"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/reports/ecommerce-report-1.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""companion-api/reports""
---
<p data-renderer-start-pos=""25"">A report that shows successful and failed Ecommerce transactions along with associated eCommerce fees.</p>
<p data-renderer-start-pos=""25"">The report includes the following details:</p>
<ul>"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/reports/failed-transaction-report.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""companion-api/reports""
---
<div class=""block translation current highlight"" data-element=""para"" data-attr-xinfo-text=""10769""><span style=""font-weight: 400;"">This report gives details of the transactions that were declined daily. </span><span style=""font-weight: 400;"">It contains a list of transactions that Paymentology or the client declined, and sent a declined response code to the card association. </span><span style=""font-weight: 400;"">With the failed transaction report file, it becomes easier to find the reasons for failures in transactions and improve the process.</span></div>
<div data-element=""para"" data-attr-xinfo-text=""10769""></div>
<div data-element=""para"" data-attr-xinfo-text=""10769"">The report is also generated monthly and contains the same report details as the daily report.</div>"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/reports/forex-gains-report.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""companion-api/reports""
---
<div class=""block translation current highlight"" data-element=""para"" data-attr-xinfo-text=""10765"">If you’re marking up a transaction with a forex fee, you’ll receive a report each day showing the FX amount that you earned as revenue for the day.</div>
<div class=""block translation current highlight"" data-element=""para"" data-attr-xinfo-text=""10765"">You can access this report by making an HTTP GET request and downloading it.</div>
<div class=""placeholder"">​</div>"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/reports/google-pay-monthly-report-1.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""companion-api/reports""
---
<p>A report which provides detailed information about cards that were tokenised to a Google Pay wallet within a given month. Client&#8217;s can use the data from this report to fulfil their Google Pay reporting requirements.</p>
<p>The report includes the following details:</p>
<ul>"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/reports/inactive-cards-report-1.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""companion-api/reports""
---
<p data-pm-slice=""1 3 []"">This report provides client&#8217;s with a list of inactive cards across their campaign. This allows client&#8217;s to better manage their campaign&#8217;s and internal reporting requirements.</p>
<p>The report includes the following details:</p>
<ul>"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/reports/index.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""companion-api""
---
<div class=""block translation current highlight"" data-element=""para"" data-attr-xinfo-text=""10735"">
<p><strong>Paymentology provides end-to-end reporting and reconciliation capabilities to allow you to track all the financial movements, revenues collected, failed transactions, and more.</strong></p>
</div>"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/reports/linked-cards-report-1.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""companion-api/reports""
---
<p>This report lists the cards that have been linked to a customer and when this occurred.</p>
<p>The report includes the following details:</p>
<ul>"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/reports/mark-off-file-1.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""companion-api/reports""
---
<div class=""block translation current highlight"" data-element=""para"" data-attr-xinfo-text=""10745"">
<p>This file contains a record of all successful transactions that Paymentology processes on behalf of a store of value like a wallet or a bank account. It includes the financial transactions between a store of value and Paymentology.Paymentology generates the Mark-off file daily at midnight in your local time zone. The file matches a report from a store of value for all successfully processed transactions.</p>
<p>Ideally, the Mark-off file report and the store of value report should be in sync each day as the systems mirror one another. In case of any discrepancy, you should log a ticket via your Zendesk Portal. Select the *<strong data-renderer-mark=""true"">Report a Service Incident</strong>* form, and then choose *<strong data-renderer-mark=""true"">Reporting</strong>* and *<strong data-renderer-mark=""true"">Discrepancy</strong>* under the Request Type, indicate the file’s date and the transaction in question. We’ll promptly address the issue.</p>"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/reports/qmr-data-report-1.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""companion-api/reports""
---
<p>Paymentology&#8217;s QMR (Quarterly Mastercard Report) data report contains transaction data and card/account data for the given quarter. The report can be provided to clients using Mastercard, to assist clients with their Mastercard quarterly reporting requirements.</p>
<p>The report includes the following:</p>
<h3>Cardholder activity</h3>"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/reports/qvr-data-report-1.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""companion-api/reports""
---
<p>The QVR data report can be provided to clients using Visa. It contains data to assist clients with their Visa quarterly reporting requirements. The report includes the following:</p>
<h3>Category definitions</h3>
<ul>"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/reports/summary-settlement-report.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""companion-api/reports""
---
<div class=""block translation current highlight"" data-element=""para"" data-attr-xinfo-text=""10752"">This gives a daily summary of all the transactions settled by the card association. Paymentology gathers the information from the card association file and packages it into a summary report.It is a report where you can find a summary of transaction types, the number of transactions that have been settled for the day, fees and interchanges earned.</p>
<p>The Summary Settlement Report includes a separate tab for each currency you decide to settle in.</p>
<p><b>Note:</b> If the client chooses to settle in one currency, then both domestic and international settlements will fall under one tab.</p>"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/reports/unsettled-transactions-report-2.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""companion-api/reports""
---
<p>This report provides client&#8217;s with a full list of unsettled transactions, it assists with overall reconciliation.</p>
<p>There are two versions of this report available:</p>
<p><a href=""#UTRV1"">Version 1.0</a></p>"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/reports/vau-transaction-report-1.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""companion-api/reports""
---
<p>The purpose of this report is to send to the client the transactions that are still being made to a certain card that was already sent to VISA via the VAU file.</p>
<p data-renderer-start-pos=""241"">So for example if a card was sent to VISA in a VAU file on the date <span class=""date-lozenger-container""><span class=""date-node"" data-node-type=""date"" data-timestamp=""1694995200000"">Sep 18, 2023</span></span> and transactions are still happening after the file was generated the card will be on the report.</p>
<p>The VAU Transaction Report has the following fields:</p>"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/secure-apis.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""companion-api""
---
<p>In the payment industry sensitive data has a real importance. Confidentiality of the sensitive data is important even while processing transactions and should be kept private (encrypted).</p>
<p>To achieve this we offer Secure API methods to support end to end encryption of data.</p>
<p><span style=""color: #ff0000;""><strong>IMPORTANT:</strong></span> <span style=""color: #000000;"">Specific campaign settings are required for these Secure API&#8217;s. To have these enabled, please reach out to your Client Executive or lodge a request via our <a href=""https://support.paymentology.com/"">Customer Support Platform</a>.</span></p>"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/secure-cards/index.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""companion-api""
---
<div class=""block translation current highlight"" data-element=""para"" data-attr-xinfo-text=""10605"">
<p><strong>The Paymentology Sprint Companion API allows you to secure your cards and ensure the safety of transactions.</strong></p>
</div>"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/settlement-and-reconciliation.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""companion-api""
---
<p><strong>Reconciliation is the process of matching transactions reported by Paymentology to the transactions recorded on the wallet platform to ensure that the amount settled by the card scheme is accurate.</strong></p>

"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/tokenization2/index.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""companion-api""
---
<p><span style=""font-weight: 400;"">Tokenization is the process of substituting the card’s sensitive data, such as an account number, with non-sensitive, surrogate data, called a token. The PAN (Primary Account Number) is usually replaced with a unique string of numbers that acts as a secure reference to the card. </span></p>
<p><span style=""font-weight: 400;"">Only the token is provided when a payment transaction is initiated, without revealing the original card details. This desensitization greatly improves the security of transactions. </span></p>
<p><span style=""font-weight: 400;"">The Sprint platform allows you to take advantage of the tokenization technology—both by facilitating the provisioning of the cards and by providing control over the token lifecycle management process. With an existing virtual or physical card that has been issued by Paymentology, enabling card tokenization becomes easier.</span></p>"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/tokenization2/token-lifecycle-management.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""companion-api/tokenization2""
---
<p>Token lifecycle management refers to handling the different states of the token, from creation to expiry. All tokens have a lifecycle; that is, the series of events happening from the date of creation to the expiry date when they’re no longer valid. The expiry date is usually linked to the expiry date of the full PAN that was used for provisioning.</p>
<p>Token lifecycle management involves passing messages between Paymentology and MDES that notify the client of the following token events:</p>
<ul>"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/companion-api/tokenization2/token-provisioning.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""companion-api/tokenization2""
---
<p>Provisioning is the process whereby a payment service provider (token requester) asks for a token to be created for a PAN.</p>
<p>Provisioning basically follows these steps:</p>
<p><img loading=""lazy"" decoding=""async"" class=""aligncenter size-full wp-image-1556"" src=""https://developer.sprint.paymentology.com/wp-content/uploads/2023/03/Tokenization-Flow_02-v2.png"" alt=""Provisioning flow"" width=""4114"" height=""3200"" /></p>"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/get-started/ask-ai.md,Expected a closing tag for `<li>` (39:1-39:5) before the end of `paragraph`,mdx-parse-error,7,"original_path: ""get-started""
---
<p>Ask AI is an AI bot trained on our documentation and API specifications. Seamlessly embedded in our Developer Portal, Ask AI provides a single destination to get your questions answered and uncover documentation insights.</p>

"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/get-started/client-testing-guide.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""get-started""
---
<h2>How to start testing</h2>
<p><span style=""font-weight: 400;"">Testing with Paymentology&#8217;s Sprint platform is easy. By following the steps below you can safely try out our API functionality:</span></p>
<ol>"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/get-started/fraud.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""get-started""
---
<p><span style=""font-weight: 400;"">Paymentology provides a number of advanced fraud prevention and risk control mechanisms that ensure transactions are secure and trusted. These anti-fraud techniques allow you to build a robust and efficient payment system that protects your customers and ensures business success.  </span></p>
<p><span style=""font-weight: 400;"">Let’s look at the fraud control measures.</span></p>
"
