File Path,Error Message,Error Type,Line Number,Code Context
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/get-started/glossary.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""get-started""
---
<p>This page is a summary of terms and acronyms frequently used throughout the documentation.</p>

"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/get-started/index.md,Could not parse expression with acorn,mdx-parse-error,6,"original_id: 12
---
<!-- unsupported_acf_block: top_banner {""acf_fc_layout"":""top_banner"",""title"":""Get started"",""text"":""<p>Welcome to Paymentology’s Sprint Developer Portal, where you will find everything you need to start integrating with our platform. Use our APIs to start issuing physical and virtual cards quickly and easily with just a few lines of code.</p>\n"",""image"":2539} -->

"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/get-started/our-apis.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""get-started""
---
<p><strong>Paymentology&#8217;s Sprint product provides simple, seamless, and scalable API integration solutions that enable quick and easy implementation and management of your card programs. We act as a payment enabler between card schemes like Mastercard, Visa, and Union Pay and your closed-loop wallet platform. Through our APIs, we are able to connect you with the card scheme of your choice, shielding you from all the complexities necessary for direct integration, so that you can focus on your business.</strong></p>

"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/get-started/testing.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""get-started""
---
<p><strong>To facilitate easier API integrations, Paymentology provides two integration environments: test environment and live environment.</strong></p>

"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/how_payments_work.md,Could not parse expression with acorn,mdx-parse-error,6,"original_id: 2288
---
<p><b>There are different stages of a transaction when a card is used to pay for goods and services. </b></p>
<p>Let&#8217;s look at each of them.</p>
"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/notifications.md,Could not parse expression with acorn,mdx-parse-error,6,"original_id: 1573
---
<p><strong>Paymentology&#8217;s Sprint Transaction Stream service allows API consumers to receive real-time notifications of the undertaken transactions. By subscribing to the notification service, consumers can know the status of transactions in real-time. </strong></p>
<p><span style=""font-weight: 400;"">You can use the service for various purposes, including:</span></p>
<ul>"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/profile-api-reference/activatetoken-2.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""profile-api-reference""
---
<p>Used to activate a token for a digitization that has been approved and provisioned, but requires additional cardholder authentication prior to activation.</p>

"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/profile-api-reference/allocatecreatevirtualcard.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""profile-api-reference""
---
<p>Create a virtual card with specified amount loaded, linked to the specified profile and allocated to a cardholder with specified details.</p>

"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/profile-api-reference/deletetoken-1.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""profile-api-reference""
---
<p>Remove a payment token linked to a card</p>

"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/profile-api-reference/getschedulestopdetail.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""profile-api-reference""
---
<p>Returns the existing scheduled stops for a card. The response may return multiple records but only one of them can be in &#8216;SCHEDULED&#8217; state.</p>

"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/profile-api-reference/listalltokens-2.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""profile-api-reference""
---
<p>Returns all the tokens (active and inactive) linked to a card</p>

"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/profile-api-reference/listtokens-2.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""profile-api-reference""
---
<p>Returns all the tokens linked to a card.</p>

"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/profile-api-reference/stoptoken-2.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""profile-api-reference""
---
<p>Stops a token reference or all the ones linked to a card.</p>

"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/profile-api-reference/transfertoken-1.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""profile-api-reference""
---
<p>Transfer a payment token from one card to another</p>

"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/profile-api-reference/unstoptoken-2.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""profile-api-reference""
---
<p>Unstops a token reference or all the ones linked to a card.</p>

"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/profile-api-reference/updatetokenaccount-2.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""profile-api-reference""
---
<p>Updates the card PAN information associated with a token</p>

"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/qr-payments-api/api-reference/appendix-1.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""qr-payments-api/api-reference""
---
<p><a id=""RI""></p>
<h2>Receiving Institution</h2>
<p></a></p>"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/qr-payments-api/api-reference/originating-institution.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""qr-payments-api/api-reference""
---
<h2>Available Methods</h2>
<ul>
<li><a href =""https://developer.sprint.paymentology.com/qr-payments-api/api-reference/originating-institution/#TransferPaymentToMerchant"">TransferPaymentToMerchant</a> &#8211; Transfer payment to merchant</li>"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/qr-payments-api/api-reference/receiving-institution-remote.md,"Unexpected character `<` (U+003C) before attribute name, expected a character that can start an attribute name, such as a letter, `$`, or `_`; whitespace before attributes; or the end of the tag",mdx-parse-error,7,"original_path: ""qr-payments-api/api-reference""
---
<h2>Available Methods</h2>
<ul>
<li><a href=""https://developer.sprint.paymentology.com/qr-payments-api/api-reference/receiving-institution-remote/#Load"">Load</a> &#8211; Load to a wallet</li>"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/qr-payments-api/api-reference/receiving-institution.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""qr-payments-api/api-reference""
---
<h2>Available Methods</h2>
<ul>
<li><a href=""https://developer.sprint.paymentology.com/qr-payments-api/api-reference/receiving-institution/#CreateQRData"">CreateQRData</a> &#8211; The method returns a QR including the received information and a new card number linked to the input reference with every request.</li>"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/qr-payments-api/qr-payments.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""qr-payments-api""
---
<p><span style=""font-weight: 400;"">The QR payments API allows you to create a contactless merchant payment system where customers can make electronic payments by scanning a QR code from a smartphone application. It’s a simple and secure way for consumers to push payments to merchants using their mobile money wallets or bank account balances. </span></p>
<p><span style=""font-weight: 400;"">Tutuka allows integration into </span><b>Mastercard QR</b><b> </b><span style=""font-weight: 400;"">for the issuing and acceptance of QR payments, offering a safe, innovative way for consumers to scan and pay. Since it works as a plug-in to virtual or physical cards, having an existing virtual or physical PAN number allows for quicker and easier implementation of QR payments.</span></p>
"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/qr-payments-api/reports.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""qr-payments-api""
---
<p><strong>Paymentology provides end-to-end reporting and reconciliation capabilities to allow you to track all the financial movements, revenues collected, failed transactions, and more.</strong></p>

"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/reporting-api-2.md,Could not parse expression with acorn,mdx-parse-error,6,"original_id: 2253
---
<p><strong>The Reporting API is a local API which can be called to obtain files produced by Tutuka, foe example, reports.</strong></p>
<p><strong>In order to call this API, a token must be obtained from the Tutuka Token Service. This token is validated by the API and allows access to resources based on certain values contained within the token.</strong></p>
"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/reporting-api.md,Could not parse expression with acorn,mdx-parse-error,6,"original_id: 2251
---
<p><strong>The Reporting API is a local API which can be called to obtain files produced by Tutuka, foe example, reports.</strong></p>
<p><strong>In order to call this API, a token must be obtained from the Tutuka Token Service. This token is validated by the API and allows access to resources based on certain values contained within the token.</strong></p>
"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/response-codes-1.md,Could not parse expression with acorn,mdx-parse-error,6,"original_id: 1116
---
<!-- unsupported_acf_block: table_block {""acf_fc_layout"":""table_block"",""table_caption"":""Result Codes"",""table"":{""use_header"":true,""header"":[{""c"":""Code""},{""c"":""Description""}],""caption"":false,""body"":[[{""c"":""\""0\""""},{""c"":""Approved no Action. Note; code is 0 and does not include \""\""""}],[{""c"":""1""},{""c"":""Approved""}],[{""c"":""-3""},{""c"":""Duplicate Transaction ID""}],[{""c"":""-4""},{""c"":""Validation error. Please verify the values you provided are correct""}],[{""c"":""-5""},{""c"":""Operation not Allowed""}],[{""c"":""-6""},{""c"":""Operation not Supported""}],[{""c"":""-7""},{""c"":""Transaction Timeout""}],[{""c"":""-8""},{""c"":""Authentication Failed""}],[{""c"":""-9""},{""c"":""Do not honor (general decline, no specific reason given)""}],[{""c"":""-29""},{""c"":""There are invalid characters in either the pin block or one of these fields:<br>\ntitle, initials, surname, address1,  address2, address3, address4, address5, additionalData""}],[{""c"":""-34""},{""c"":""Card already active""}],[{""c"":""-35""},{""c"":""Card not active""}],[{""c"":""-36""},{""c"":""Expired card""}],[{""c"":""-38""},{""c"":""Lost card""}],[{""c"":""-39""},{""c"":""Stolen card""}],[{""c"":""-244""},{""c"":""Invalid last name""}],[{""c"":""-246""},{""c"":""Invalid first name""}],[{""c"":""-247""},{""c"":""Invalid ID number""}],[{""c"":""-248""},{""c"":""Invalid MSISDN""}],[{""c"":""-250""},{""c"":""Invalid initials""}],[{""c"":""-251""},{""c"":""Invalid Address 1 OR Invalid Contact Number""}],[{""c"":""-252""},{""c"":""Invalid Address 2""}],[{""c"":""-253""},{""c"":""Invalid Address 3""}],[{""c"":""-254""},{""c"":""Invalid Address 4""}],[{""c"":""-255""},{""c"":""Invalid Address 5 OR Invalid PinBlock""}],[{""c"":""-295""},{""c"":""Invalid expiry date""}],[{""c"":""-333""},{""c"":""sessionKey not present in header and \""Companion API Require Session Key\"" is enabled""}],[{""c"":""-334""},{""c"":""sessionKey present and not decryptable/parsable""}],[{""c"":""-778""},{""c"":""Reference has no linked cards""}],[{""c"":""-779""},{""c"":""Card already linked to a different reference""}],[{""c"":""-780""},{""c"":""Invalid card reference""}],[{""c"":""-781""},{""c"":""Invalid card - Not a physical card""}],[{""c"":""-782""},{""c"":""Cannot disable physical card OR Print card request already requested""}]]}} -->

"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/response-codes-2/index.md,Could not parse expression with acorn,mdx-parse-error,6,"original_id: 1118
---
<!-- unsupported_acf_block: table_block {""acf_fc_layout"":""table_block"",""table_caption"":"""",""table"":{""use_header"":true,""header"":[{""c"":""Code""},{""c"":""Description""}],""caption"":false,""body"":[[{""c"":""1""},{""c"":""Approved""}],[{""c"":""2""},{""c"":""Approved - Partial amount""}],[{""c"":""-2""},{""c"":""Invalid card number""}],[{""c"":""-3""},{""c"":""Duplicate transmission""}],[{""c"":""-4""},{""c"":""Invalid card number (use for invalid wallet reference)""}],[{""c"":""-5""},{""c"":""Transaction not permitted to Terminal / Transaction not permitted to Acquirer""}],[{""c"":""-6""},{""c"":""Function not supported / Invalid transaction""}],[{""c"":""-7""},{""c"":""Transaction timeout""}],[{""c"":""-8""},{""c"":""Authentication failed (Incorrect checksum)""}],[{""c"":""-9""},{""c"":""Do not honor (general decline, no specific reason given, technical error)""}],[{""c"":""-13""},{""c"":""Stolen card""}],[{""c"":""-14""},{""c"":""Insufficient funds""}],[{""c"":""-16""},{""c"":""Exceeds Purchase amount limit""}],[{""c"":""-17""},{""c"":""Not sufficient funds""}],[{""c"":""-18""},{""c"":""Exceeds withdrawal amount limit""}],[{""c"":""-19""},{""c"":""Invalid amount""}],[{""c"":""-24""},{""c"":""Security violation""}],[{""c"":""-25""},{""c"":""Incorrect PIN""}],[{""c"":""-26""},{""c"":""Allowable PIN tries exceeded""}],[{""c"":""-27""},{""c"":""Invalid PIN block""}],[{""c"":""-28""},{""c"":""PIN length error""}],[{""c"":""-29""},{""c"":""Restricted card""}],[{""c"":""-34""},{""c"":""Account closed / Invalid account""}],[{""c"":""-36""},{""c"":""Expired card""}],[{""c"":""-37""},{""c"":""Suspected fraud""}],[{""c"":""-38""},{""c"":""Lost card""}],[{""c"":""-39""},{""c"":""Stolen card""}],[{""c"":""-41""},{""c"":""Requested function not supported / Invalid transaction""}],[{""c"":""-783""},{""c"":""Do not honor (general decline, no specific reason given, technical  error)""}],[{""c"":""-784""},{""c"":""Transaction not permitted to Cardholder / Transaction not permitted to Issuer""}]]}} -->

"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/response-codes-2/response-and-action-code-mapping.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""response-codes-2""
---
<p>Each action taken on a transaction is associated with a code; different codes are assigned to the same action by different parties/networks i.e. Mastercard, Visa, Remote API, Transaction Stream.</p>
<p>The table below shows the different codes used by Mastercard, UnionPay and Visa and how they are mapped to <a href=""https://developer.sprint.paymentology.com/response-codes-2/"">Remote API Response Codes</a> and <a href=""https://developer.sprint.paymentology.com/notifications/"">Paymentology&#8217;s Transaction Stream (PubNub)</a>.</p>
"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/tools/simpos/simpos-result-codes.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""tools/simpos""
---
<!-- unsupported_acf_block: table_block {""acf_fc_layout"":""table_block"",""table_caption"":"""",""table"":{""use_header"":true,""header"":[{""c"":""Code""},{""c"":""Description""}],""caption"":false,""body"":[[{""c"":""0""},{""c"":""Approved""}],[{""c"":""1000""},{""c"":""Do not honor (general decline, no specific reason given)""}],[{""c"":""1001""},{""c"":""Expired card""}],[{""c"":""1002""},{""c"":""Suspected fraud""}],[{""c"":""1006""},{""c"":""Allowable PIN tries exceeded""}],[{""c"":""1010""},{""c"":""Invalid amount""}],[{""c"":""1011""},{""c"":""Invalid card number (use for invalid wallet reference)""}],[{""c"":""1015""},{""c"":""General error (technical error)""}],[{""c"":""1016""},{""c"":""Insufficient funds""}],[{""c"":""1017""},{""c"":""Incorrect PIN""}],[{""c"":""1021""},{""c"":""Exceeds withdrawal amount limit""}],[{""c"":""1022""},{""c"":""Security violation ""}],[{""c"":""1026""},{""c"":""Invalid PIN block""}],[{""c"":""1027""},{""c"":""PIN length error""}],[{""c"":""1061""},{""c"":""Transaction not permitted to cardholder""}],[{""c"":""2008""},{""c"":""Lost card""}],[{""c"":""2009""},{""c"":""Stolen card""}],[{""c"":""9111""},{""c"":""Transaction timeout (send reversal)""}]]}} -->
"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/tools/xml-generator/help-2.md,Could not parse expression with acorn,mdx-parse-error,7,"original_path: ""tools/xml-generator""
---
<h2 id=""intro"">When to use XML Generator</h2>
<p>You will use XML Generator to confirm that XML requests generated through your code are generated with the same request parameters as Paymentology Sprint &#8211; including the checksum, to ensure compatibility.</p>
<p>If the XML is identical but the checksums do not match, you can use the <strong>Checksum Generator</strong> tool to work solely on the checksum and debug further.</p>"
/Users/jim/Customer Projects/Paymentology/Migrated/production-sprint-public-d7dfce0ae80328e8af51/docs/tutuka-transaction-stream-2.md,Could not parse expression with acorn,mdx-parse-error,6,"original_id: 1610
---
<p><strong>Paymentology’s Transaction Stream service allows API consumers to receive real-time notifications of the undertaken transactions. By subscribing to the notification service, consumers can know the status of transactions in real-time. </strong></p>
<p><span style=""font-weight: 400;"">You can use the service for various purposes, including:</span></p>
<ul>"
