source_page,original_url,rewritten_url,status
https://developer.sprint.paymentology.com/card-api/reports/,https://developer.sprint.paymentology.com/card-api/reports/daily-statement-report/,/reports/card-api/daily-statement-report,rewritten
https://developer.sprint.paymentology.com/card-api/reports/,https://developer.sprint.paymentology.com/card-api/reports/ecommerce-report/,/reports/card-api/ecommerce-report,rewritten
https://developer.sprint.paymentology.com/card-api/reports/,https://developer.sprint.paymentology.com/card-api/reports/google-pay-monthly-report/,/reports/card-api/google-pay-monthly-report,rewritten
https://developer.sprint.paymentology.com/card-api/reports/,https://developer.sprint.paymentology.com/card-api/reports/inactive-cards-report/,/reports/card-api/inactive-cards-report,rewritten
https://developer.sprint.paymentology.com/card-api/reports/,https://developer.sprint.paymentology.com/card-api/reports/linked-cards-report/,/reports/card-api/linked-cards-report,rewritten
https://developer.sprint.paymentology.com/card-api/reports/,https://developer.sprint.paymentology.com/card-api/reports/qmr-data-report/,/reports/card-api/qmr-data-report,rewritten
https://developer.sprint.paymentology.com/card-api/reports/,https://developer.sprint.paymentology.com/card-api/reports/qvr-data-report/,/reports/card-api/qvr-data-report,rewritten
https://developer.sprint.paymentology.com/card-api/reports/,https://developer.sprint.paymentology.com/card-api/reports/vau-transaction-report/,/reports/card-api/vau-transaction-report,rewritten
https://developer.sprint.paymentology.com/card-api/secure-cards/offline-pin/,https://developer.sprint.paymentology.com/card-api/api-reference/changepin/,/api-reference/card-api/changepin,rewritten
https://developer.sprint.paymentology.com/card-api/tokenization/provisioning/,https://developer.sprint.paymentology.com/companion-api/api-reference/local-api/calculatetav/,/api-reference/companion-api/calculatetav,rewritten
https://developer.sprint.paymentology.com/chargeback-api/,https://developer.sprint.paymentology.com/chargeback-api/chargeback-api-reference/,/api-reference/chargeback-api/chargeback-api-reference,rewritten
https://developer.sprint.paymentology.com/chargeback-api/,https://developer.sprint.paymentology.com/chargeback-api/chargeback-reason-codes/,/api-reference/chargeback-api/chargeback-reason-codes,rewritten
https://developer.sprint.paymentology.com/chargeback-api/,https://developer.sprint.paymentology.com/chargeback-api/connectivity/,/api-reference/chargeback-api/connectivity,rewritten
https://developer.sprint.paymentology.com/chargeback-api/,https://developer.sprint.paymentology.com/chargeback-api/process-overview/,/api-reference/chargeback-api/process-overview,rewritten
https://developer.sprint.paymentology.com/chargeback-api/,https://developer.sprint.paymentology.com/chargeback-api/remote-messaging-api/,/api-reference/chargeback-api/remote-messaging-api,rewritten
https://developer.sprint.paymentology.com/chargeback-api/,https://developer.sprint.paymentology.com/chargeback-api/response-codes/,/api-reference/chargeback-api/response-codes,rewritten
https://developer.sprint.paymentology.com/chargeback-api/chargeback-api-reference/,https://developer.sprint.paymentology.com/chargeback-api/chargeback-api-reference/document-status/,/api-reference/chargeback-api/document-status,rewritten
https://developer.sprint.paymentology.com/chargeback-api/chargeback-api-reference/,https://developer.sprint.paymentology.com/chargeback-api/chargeback-api-reference/first-chargeback/,/api-reference/chargeback-api/first-chargeback,rewritten
https://developer.sprint.paymentology.com/chargeback-api/chargeback-api-reference/,https://developer.sprint.paymentology.com/chargeback-api/chargeback-api-reference/pre-arbitration/,/api-reference/chargeback-api/pre-arbitration,rewritten
https://developer.sprint.paymentology.com/chargeback-api/chargeback-api-reference/,https://developer.sprint.paymentology.com/chargeback-api/chargeback-api-reference/query-chargeback/,/api-reference/chargeback-api/query-chargeback,rewritten
https://developer.sprint.paymentology.com/chargeback-api/chargeback-api-reference/,https://developer.sprint.paymentology.com/chargeback-api/chargeback-api-reference/second-presentment-documents/,/api-reference/chargeback-api/second-presentment-documents,rewritten
https://developer.sprint.paymentology.com/chargeback-api/chargeback-api-reference/,https://developer.sprint.paymentology.com/chargeback-api/chargeback-api-reference/upload-supporting-document/,/api-reference/chargeback-api/upload-supporting-document,rewritten
https://developer.sprint.paymentology.com/chargeback-api/chargeback-api-reference/,https://developer.sprint.paymentology.com/chargeback-api/connectivity/,/api-reference/chargeback-api/connectivity,rewritten
https://developer.sprint.paymentology.com/chargeback-api/chargeback-api-reference/document-status/,https://developer.sprint.paymentology.com/chargeback-api/response-codes/,/api-reference/chargeback-api/response-codes,rewritten
https://developer.sprint.paymentology.com/chargeback-api/chargeback-api-reference/first-chargeback/,https://developer.sprint.paymentology.com/chargeback-api/chargeback-reason-codes/,/api-reference/chargeback-api/chargeback-reason-codes,rewritten
https://developer.sprint.paymentology.com/chargeback-api/chargeback-api-reference/first-chargeback/,https://developer.sprint.paymentology.com/chargeback-api/response-codes/,/api-reference/chargeback-api/response-codes,rewritten
https://developer.sprint.paymentology.com/chargeback-api/chargeback-api-reference/pre-arbitration/,https://developer.sprint.paymentology.com/chargeback-api/chargeback-reason-codes/,/api-reference/chargeback-api/chargeback-reason-codes,rewritten
https://developer.sprint.paymentology.com/chargeback-api/chargeback-api-reference/pre-arbitration/,https://developer.sprint.paymentology.com/chargeback-api/response-codes/,/api-reference/chargeback-api/response-codes,rewritten
https://developer.sprint.paymentology.com/chargeback-api/chargeback-api-reference/query-chargeback/,https://developer.sprint.paymentology.com/chargeback-api/chargeback-reason-codes/,/api-reference/chargeback-api/chargeback-reason-codes,rewritten
https://developer.sprint.paymentology.com/chargeback-api/chargeback-api-reference/second-presentment-documents/,https://developer.sprint.paymentology.com/chargeback-api/response-codes/,/api-reference/chargeback-api/response-codes,rewritten
https://developer.sprint.paymentology.com/chargeback-api/chargeback-api-reference/upload-supporting-document/,https://developer.sprint.paymentology.com/chargeback-api/response-codes/,/api-reference/chargeback-api/response-codes,rewritten
https://developer.sprint.paymentology.com/chargeback-api/connectivity/,https://developer.sprint.paymentology.com/chargeback-api/chargeback-api-reference/first-chargeback/,/api-reference/chargeback-api/first-chargeback,rewritten
https://developer.sprint.paymentology.com/chargeback-api/connectivity/,https://developer.sprint.paymentology.com/chargeback-api/response-codes/,/api-reference/chargeback-api/response-codes,rewritten
https://developer.sprint.paymentology.com/chargeback-api/remote-messaging-api/,https://developer.sprint.paymentology.com/chargeback-api/remote-messaging-api/remote-messaging-api-chargeback-notification/,/api-reference/chargeback-api/remote-messaging-api-chargeback-notification,rewritten
https://developer.sprint.paymentology.com/companion-api/,https://developer.sprint.paymentology.com/card-api/,/guides/card-api,rewritten
https://developer.sprint.paymentology.com/companion-api/,https://developer.sprint.paymentology.com/companion-api/issue-cards/,/guides/issue-cards,rewritten
https://developer.sprint.paymentology.com/companion-api/,https://developer.sprint.paymentology.com/companion-api/manage-cards/,/guides/manage-cards,rewritten
https://developer.sprint.paymentology.com/companion-api/,https://developer.sprint.paymentology.com/companion-api/manage-funds/,/guides/manage-funds,rewritten
https://developer.sprint.paymentology.com/companion-api/,https://developer.sprint.paymentology.com/companion-api/messages/,/guides/messages,rewritten
https://developer.sprint.paymentology.com/companion-api/,https://developer.sprint.paymentology.com/companion-api/reports/,/reports/companion-api/reports,rewritten
https://developer.sprint.paymentology.com/companion-api/,https://developer.sprint.paymentology.com/companion-api/secure-cards/,/guides/secure-cards,rewritten
https://developer.sprint.paymentology.com/companion-api/,https://developer.sprint.paymentology.com/companion-api/tokenization2/,/guides/tokenization2,rewritten
https://developer.sprint.paymentology.com/companion-api/,https://developer.sprint.paymentology.com/contact-us/,/guides/contact-us,rewritten
https://developer.sprint.paymentology.com/companion-api/,https://developer.sprint.paymentology.com/get-started/our-apis/,/guides/our-apis,rewritten
https://developer.sprint.paymentology.com/companion-api/api-reference/,https://developer.sprint.paymentology.com/companion-api/api-reference/local-api/,/api-reference/companion-api/local-api,rewritten
https://developer.sprint.paymentology.com/companion-api/api-reference/,https://developer.sprint.paymentology.com/companion-api/api-reference/remote/,/api-reference/companion-api/remote,rewritten
https://developer.sprint.paymentology.com/companion-api/api-reference/,https://developer.sprint.paymentology.com/response-codes-2/,/guides/response-codes-2,rewritten
https://developer.sprint.paymentology.com/companion-api/api-reference/,https://developer.sprint.paymentology.com/response-codes/,/guides/response-codes,rewritten
https://developer.sprint.paymentology.com/companion-api/api-reference/local-api/,https://developer.sprint.paymentology.com/companion-api/api-reference/local-api/activatecard/,/api-reference/companion-api/activatecard,rewritten
